transcript_id,s1,s10,s11,s12,s2,s3,s4,s5,s6,s7,s8,s9
NM_001005342,150,150,159,147,122,133,93,68,35,54,75,174
NM_001013829,175,181,186,140,148,127,150,165,222,110,265,194
NM_024193,1363,1651,1302,1136,1318,958,1395,1629,1898,1271,3010,1348
NM_001122997,3,112,6,4,57,9,69,7,4,13,40,39
NM_176834,24,20,23,23,15,10,11,6,5,14,24,22
NM_181858,44,104,57,36,44,66,87,43,75,61,108,51
NM_010090,6,11,8,2,5,4,7,3,8,7,11,2
NM_001162934,0,0,0,0,0,0,0,0,0,0,0,0
NM_026323,18,94,38,12,27,87,44,26,58,13,63,50
NM_026495,1537,1447,1384,1010,1036,1294,1613,1205,1589,880,2457,1634
NM_001171615,0,0,0,0,0,0,0,0,0,0,0,0
NM_026499,4724,5445,4173,4254,4418,3380,4329,4280,4788,3238,7444,4501
NM_022310,17702,23535,22844,14225,16919,13996,17866,23607,21234,10171,38131,16351
NM_001033410,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033411,2,6,5,4,6,4,3,0,0,0,5,4
NR_033526,7,6,9,3,8,4,9,9,7,8,12,10
NM_178382,24,0,1,0,0,0,0,0,92,0,0,0
NM_009162,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291054,51,81,31,31,41,13,36,109,182,70,165,42
NM_001159657,51,40,27,17,31,27,40,20,19,4,26,30
NM_001291056,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291050,56,0,0,390,0,0,85,68,0,69,94,42
NM_001291051,0,0,0,0,0,0,0,0,0,1,0,64
NM_001291052,146,391,3,0,24,208,82,103,204,283,244,109
NM_008426,0,0,0,0,0,0,0,0,0,0,0,0
NM_011234,46,29,21,23,27,27,39,154,325,161,239,35
NM_177568,4,7,3,4,0,5,3,2,9,3,12,0
NM_080287,3284,3392,2966,0,2975,2605,3193,2661,3053,1849,4363,3488
NR_110445,0,0,0,0,0,0,0,0,0,0,0,0
NM_026030,1798,2278,1737,1303,1772,1622,1837,2532,2980,2067,4234,1924
NM_001289476,155,62,55,179,138,68,219,151,251,51,277,307
NM_026929,5,5,5,0,3,0,0,8,28,10,28,7
NM_001001810,0,0,0,0,0,0,0,0,0,0,0,0
NM_201618,0,0,0,0,67,0,0,0,0,0,0,0
NM_026924,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291108,71,53,270,101,75,232,91,106,141,134,132,96
NM_201617,0,0,0,0,0,0,0,0,0,0,0,0
NM_025820,872,920,822,588,697,672,758,892,1006,652,1307,948
NM_198304,1580,1663,1507,1139,1385,1234,1429,1893,2468,1404,3393,1591
NR_045485,28,144,126,60,0,40,45,168,0,25,37,21
NM_008169,11,2,2,5,4,3,4,2,3,2,0,0
NM_001289631,388,266,236,0,134,0,0,0,0,0,162,237
NM_001289630,12,0,1,340,0,315,364,2,372,2,99,3
NM_207674,0,0,0,0,0,0,0,0,0,0,0,0
NM_025961,11,64,24,2,30,3,6,19,68,21,32,24
NM_001177543_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_011126,236,288,500,4,184,710,42,217,187,0,218,195
NM_001177543_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_011125,5263,6960,6530,4564,5132,4311,4745,4479,4630,3570,6609,6212
NM_144545,30,39,33,37,33,28,318,29,23,31,27,30
NM_133648,193,425,265,309,0,3,514,331,304,762,388,413
NM_133649,2088,1665,1967,1584,2054,1897,1394,1323,1366,550,2129,2321
NM_001243239,105,143,1,80,1,1,1,105,26,1,197,111
NR_106115,1,1,3,1,0,1,1,1,1,0,1,3
NM_001110849,0,0,0,0,0,0,0,0,0,0,0,0
NR_106110,0,0,0,1,0,0,0,0,0,0,0,0
NM_030091,0,44,0,2,26,2,27,3,41,46,85,2
NM_001291076,0,0,0,0,0,0,0,0,0,0,0,0
NM_146646,0,0,0,0,0,0,0,0,0,0,0,0
NM_146647,0,0,0,0,0,0,0,0,0,0,0,0
NM_177383,3,6,1,2,7,2,0,3,4,5,5,7
NM_028412,284,338,238,357,322,147,201,196,187,124,495,274
NM_177384,0,0,0,0,0,0,0,0,0,0,3,2
NM_177386,8,12,11,5,17,11,10,15,18,23,12,4
NM_183161,31,58,23,32,43,19,29,81,95,81,166,24
NR_029901,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291077,0,0,0,0,0,0,0,0,0,0,0,0
NM_009743,948,832,509,510,469,431,626,456,430,472,911,364
NM_139303,36,75,43,29,30,27,33,68,111,54,101,47
NM_001102436,54,106,67,43,108,69,442,140,105,109,103,0
NM_028235,629,677,605,447,518,507,468,411,502,333,574,716
NM_026434,995,992,931,820,987,697,967,864,632,688,1236,1236
NM_010899,0,0,0,0,0,0,0,58,0,0,0,0
NM_001011761,0,0,0,0,0,0,0,0,0,0,0,0
NM_029325,0,0,0,0,0,0,0,0,0,0,0,0
NM_139308,1720,1922,1643,1405,1545,1419,1660,1427,1661,1164,2299,1972
NR_040622,0,0,0,0,0,0,0,0,0,0,0,0
NR_040623,19,23,16,16,22,15,21,22,27,37,59,13
NR_040620,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102438,283,322,147,242,303,173,140,431,224,230,366,350
NM_147019,0,0,0,0,0,0,0,0,0,0,0,0
NR_104353,299,347,277,275,379,307,342,232,258,143,418,322
NR_024097,76,90,62,69,88,80,89,57,75,23,98,70
NR_046014,0,0,0,0,0,0,0,0,0,0,0,0
NM_146845,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128084,0,669,0,0,475,0,1021,0,442,524,971,0
NM_001024616,2207,2465,2140,1851,1920,1560,1930,2034,2399,1490,3488,2303
NM_146823,0,0,0,0,0,0,0,0,0,0,0,0
NM_001024618,0,0,0,0,0,0,0,0,0,0,0,0
NR_028299,4,8,1,3,4,1,4,7,8,9,12,5
NM_028306,696,725,596,661,769,627,671,452,490,369,698,727
NM_001289549,379,434,268,226,7,7,349,153,166,182,304,324
NM_001289548,93,182,133,95,120,102,120,66,127,86,161,71
NM_001289547,184,381,332,152,197,402,181,86,154,85,160,512
NM_008180,300,424,322,237,311,252,264,425,470,108,726,329
NM_001081044,0,3,3,5,0,0,0,0,7,3,7,0
NM_145157,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166597,220,157,10,20,21,19,228,8,21,15,114,125
NM_011784,54,49,52,31,40,31,16,39,38,23,54,76
NM_028125,101,130,170,134,110,124,132,108,154,88,227,121
NR_028122,0,1,1,3,1,0,4,1,0,0,2,0
NM_178890,1020,1080,1020,820,750,876,847,859,822,507,1311,1136
NR_108091,0,0,0,0,0,0,0,0,0,0,0,0
NM_146918,0,0,0,0,0,0,0,0,0,0,0,0
NM_146919,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287818,0,0,0,0,0,0,0,0,0,0,0,0
NM_025543,125,166,103,108,109,84,117,143,126,115,265,118
NM_025542,1871,2111,1828,1351,1562,1259,1559,1893,2079,1283,2978,2049
NM_146917,0,0,0,0,0,0,0,0,0,0,0,0
NM_008230,14,82,20,29,20,14,15,42,108,48,85,32
NM_001142411,376,447,300,214,350,253,295,336,380,268,471,387
NM_146530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177837,65,0,0,0,0,0,0,0,0,0,0,0
NM_001177836,0,75,0,0,60,127,48,56,65,0,0,0
NM_001177835,0,70,0,53,0,81,53,0,62,0,0,0
NM_001177834,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081131,191,277,167,171,156,155,118,114,89,121,189,204
NM_001081132,1119,1271,1071,862,1008,932,1132,1031,1162,783,1778,1283
NM_001177838,0,33,0,0,0,0,0,0,0,0,48,0
NM_001081134,116,83,84,67,49,69,79,73,45,91,116,62
NM_001291138,880,1781,1421,0,1432,1104,1296,1087,0,690,1256,1227
NM_001081260,7270,7493,6942,6125,5900,5700,6392,8478,9151,6549,15524,7477
NM_001033874,5,2,3,0,1,3,3,2,2,1,7,3
NM_146590,0,0,0,0,0,0,0,0,0,0,0,0
NM_146591,0,0,0,0,0,0,0,0,0,0,0,0
NM_146592,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042488,106,445,115,261,487,314,3,143,341,84,277,453
NM_010919,0,0,0,0,0,0,0,0,2,0,0,0
NM_146350,0,0,0,0,0,0,0,0,0,0,0,0
NM_146351,0,0,0,0,0,0,0,0,0,0,0,0
NM_023230,2784,3047,2622,2143,2606,2159,2551,3481,4082,2584,5395,2988
NM_024230,0,0,0,0,0,0,0,0,0,0,0,0
NM_024237,275,867,870,698,370,389,407,321,327,186,294,789
NM_010403,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290484,120,208,2,2,86,2,150,125,92,136,124,189
NM_022887,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256522,141,94,41,40,68,97,165,97,96,42,159,35
NM_001290481,0,0,0,1,1,0,0,0,2,0,0,0
NM_001290482,0,0,0,0,0,0,0,0,0,0,1,0
NM_153126,897,1066,859,824,799,640,797,825,1082,737,1658,974
NM_153125,4225,4698,4074,3571,3755,3388,4087,4359,4883,3387,8348,5035
NM_001290489,0,0,0,0,0,0,1,0,0,0,0,0
NM_172537,0,0,1,0,0,0,2,0,1,1,1,1
NM_001145352,0,0,0,0,0,0,0,0,0,0,0,0
NM_146965,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290649,0,0,0,0,0,0,0,0,160,0,0,0
NM_001290642,0,393,295,343,239,273,135,81,117,285,266,325
NM_022883,1055,1049,842,878,767,718,446,509,675,601,1129,1004
NR_030564,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290641,10,258,0,0,5,1,13,3,4,35,13,2
NM_001290646,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011816,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177708,283,245,109,67,1,138,101,53,185,130,242,8
NM_147778,815,1153,966,755,881,718,911,1073,1221,831,1627,1007
NM_010064,1531,1700,1473,1078,1301,1343,1160,1549,1770,1428,2293,1694
NM_010065,5032,5610,4735,4879,4691,3789,4911,2946,2940,2667,5663,5228
NM_010067,243,347,253,148,249,189,232,233,200,227,404,270
NM_001042487,2729,2502,2554,2859,2493,1830,3212,2451,2555,1977,5253,2559
NM_001081664,0,0,0,0,0,0,0,0,0,0,0,0
NR_027289,0,0,0,0,0,0,0,0,0,0,0,0
NM_001281926,1,0,0,2,0,0,0,1,0,2,2,0
NR_040370,0,0,0,0,0,0,0,0,0,0,0,0
NR_033993,30,18,30,26,32,26,19,50,29,25,39,49
NR_040372,0,2,0,0,0,0,0,0,0,0,2,0
NM_170590,2151,3187,2864,1888,865,1404,1536,2219,2681,1088,3338,1940
NM_001163528,0,0,0,0,0,0,0,0,0,0,0,2
NM_001163529,0,0,0,414,0,0,0,0,144,108,0,0
NM_175154,0,0,0,0,121,5,0,0,0,0,136,172
NM_024436,1227,1282,1189,829,869,935,1113,1075,1179,846,1699,1324
NM_024438,154,226,174,130,157,130,161,188,219,170,245,149
NM_001163527,151,172,189,135,159,120,180,164,245,129,298,145
NM_001039223,0,0,0,0,0,0,0,0,2,1,0,0
NR_110977,100,0,72,0,43,42,39,0,61,27,60,0
NR_110979,0,0,0,0,0,0,0,0,0,0,0,0
NM_001270423_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_038180,0,0,0,0,0,0,0,0,0,0,0,0
NM_008982,308,351,345,344,261,312,347,500,670,424,1047,422
NR_037254,0,0,0,0,0,0,0,0,0,0,0,0
NM_025744,0,0,3,2,8,0,0,19,14,5,17,0
NR_037256,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252578,712,1451,1145,1020,1044,1266,1709,764,1391,563,1621,2022
NM_001252579,1,1,1,1,1,0,1,1,1,1,1,1
NM_001252574,0,0,0,0,105,0,0,0,0,596,0,211
NM_001252575,0,0,0,0,0,0,0,0,0,0,0,0
NR_110571,25,25,0,0,17,11,0,11,15,0,43,21
NM_001252570,415,191,560,234,86,85,380,247,162,348,204,281
NM_001252571,0,48,57,70,0,0,0,49,32,0,72,0
NM_001159569,205,178,134,135,103,188,110,218,91,62,132,110
NM_001159568,149,200,242,212,242,128,138,0,178,100,354,233
NM_029895,128,0,11,0,64,0,6,19,0,0,31,0
NM_011426,0,0,0,0,0,0,0,0,0,0,10,0
NM_001037747,4,6,0,4,0,0,4,2,5,0,9,0
NM_001159562,0,0,0,0,0,0,0,0,0,0,0,0
NM_146770,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159564,5,4,4,2,3,3,3,6,7,0,9,0
NM_001159567,174,240,186,87,246,103,111,222,206,74,310,174
NM_146578,379,464,347,372,452,360,402,282,293,309,606,389
NM_019657,1479,1889,1421,891,1268,1089,1273,1819,1955,1462,2750,1614
NR_027888,0,0,0,1,0,0,0,0,0,0,0,0
NM_146572,0,0,0,0,0,0,0,0,0,0,0,0
NM_146573,0,0,0,0,0,0,0,0,0,0,0,0
NM_146570,0,0,0,0,0,0,0,0,0,0,0,0
NM_146571,0,0,0,0,0,0,0,0,0,0,0,0
NM_146577,0,0,0,0,0,0,0,0,0,0,0,0
NM_018782,476,590,497,305,344,528,200,604,537,291,965,852
NM_001110209,431,187,347,175,398,430,274,308,269,305,480,472
NM_001007154,0,0,0,0,0,0,0,0,0,0,0,0
NR_027831,183,228,199,149,191,164,150,189,261,124,239,207
NR_027832,207,255,118,140,204,229,223,219,244,130,265,252
NM_001145403,0,0,0,0,0,0,0,0,0,0,0,0
NM_025912,4243,3762,3226,2082,2492,2521,2719,2736,2194,1390,3740,3692
NM_001110205,882,693,1187,710,1168,925,852,848,482,798,1207,968
NM_001110204,34,1,1,9,4,1,10,3,378,7,9,38
NM_027024,0,0,0,0,0,0,0,0,0,0,0,0
NR_033448,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006668,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033240,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177631,0,503,391,304,273,0,349,326,466,261,368,0
NM_001177630,6,0,11,0,0,0,4,0,0,17,29,99
NM_001291197,63,1,1,1,1,45,280,57,0,37,53,48
NM_001004174,0,0,0,2,0,0,2,62,113,70,112,6
NR_033442,173,14,112,105,20,8,8,3,76,2,412,12
NM_033524,2266,2455,2072,1473,2138,1948,1996,2690,3116,1999,3928,2421
NM_001146088,0,0,0,0,0,0,0,0,0,0,0,0
NR_027618,1,0,0,556,3,3,0,0,2,1,2,3
NM_001177543_5,0,0,0,0,0,0,0,0,0,0,0,0
NM_008505,72,110,24,47,52,46,155,84,141,35,95,64
NM_178663,26,23,37,20,20,36,40,25,18,19,36,28
NM_080459,23,6,8,7,7,3,5,13,10,6,20,15
NM_008500,0,0,3,0,3,0,0,6,6,0,9,0
NM_001141965,681,801,660,526,594,581,610,622,778,486,968,782
NM_080455,2839,3762,3345,2692,2727,2477,2983,2320,2539,2097,4344,3749
NM_146449,0,0,0,0,0,0,0,0,0,0,0,0
NM_080452,454,485,407,332,405,316,388,509,633,400,856,403
NM_001024137,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252534,348,596,165,738,357,292,411,351,616,448,764,378
NM_146447,0,0,0,0,0,0,0,0,0,0,0,0
NM_001162922,334,327,67,198,229,216,54,44,126,48,329,64
NM_177376,0,0,0,0,0,0,0,2,3,0,0,0
NM_178755,80,111,97,95,72,62,104,109,108,76,165,88
NM_026318,876,1094,990,737,927,636,819,1081,1301,915,1722,971
NM_001290800,0,6,8,9,3,6,10,0,9,0,0,7
NR_033534,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110159,6,27,25,3,26,5,4,56,3,42,28,19
NM_001290807,0,0,0,0,0,0,0,0,0,0,1,2
NM_001290808,0,171,0,0,102,82,0,0,0,0,0,0
NM_199158,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110152,216,331,246,206,212,176,74,247,340,227,410,266
NM_026797,437,289,249,189,193,182,186,331,331,169,448,260
NM_011201,2284,2295,2078,1744,1927,1592,1927,2473,2815,1689,4422,2261
NM_001291040,19,15,25,31,25,16,15,16,9,18,25,35
NR_002898,38,31,43,37,49,26,37,32,60,30,89,26
NM_170704,267,260,105,124,83,0,112,92,119,0,171,308
NM_170702,0,50,0,46,0,0,44,0,0,36,0,0
NM_170703,466,335,331,179,230,246,199,159,97,109,179,376
NM_029793,717,890,674,643,639,498,572,773,648,548,1369,765
NM_029790,103,146,123,87,117,87,129,124,122,80,153,130
NM_012032,21351,24152,20920,13995,17713,16850,17351,20165,17486,15539,30948,22867
NM_023116,1269,1387,1125,802,910,552,827,866,615,503,1525,1215
NM_016965,4689,5270,4458,3422,3040,2600,4852,5132,5963,4132,8151,5306
NM_023117,107,153,6,264,13,185,8,104,24,11,297,12
NM_030880,255,169,70,79,0,132,280,230,129,154,574,244
NR_035417,0,0,0,0,0,0,0,0,0,0,0,0
NR_035416,0,0,0,0,0,0,0,0,0,0,0,0
NR_035411,0,0,0,0,0,0,0,0,0,0,0,0
NR_035410,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_6,0,0,0,0,0,0,0,0,0,0,0,0
NM_030559,1348,1609,1430,1290,1146,956,1173,1289,1499,1056,2595,1517
NR_037249_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_029064,0,0,0,0,0,0,0,0,0,0,0,0
NM_194357,0,0,0,0,0,0,0,0,0,0,0,0
NR_028378,21,16,16,16,26,14,11,16,27,8,40,19
NM_001159602,0,0,0,0,0,0,0,0,0,0,0,0
NM_025979,10,22,11,20,13,11,24,112,256,150,152,31
NM_001001714,0,3,0,0,0,0,0,0,0,0,0,0
NM_207669,72,0,0,0,166,0,61,0,0,0,0,0
NM_001159609,0,0,0,0,0,0,0,0,0,0,0,0
NM_178047,0,0,0,0,0,0,0,0,0,0,0,0
NM_001034875,2,0,0,0,0,0,0,0,0,0,0,0
NM_020255,755,659,614,704,540,544,682,703,733,447,1051,884
NM_025376,36,22,21,11,23,18,32,66,33,72,140,13
NM_021305,600,738,540,575,587,518,614,715,624,524,1126,664
NM_019758,2229,2731,2204,1632,2076,1876,2146,2543,2732,2172,4183,2511
NM_028422,105,34,46,44,91,0,63,95,54,40,28,135
NM_009594,4538,4309,3357,3236,2483,1853,2145,3342,1788,3677,5054,2527
NM_001042672,10,29,23,19,35,17,68,31,27,83,69,18
NM_001289151,1,2,1,2,1,1,1,1,0,2,1,0
NM_001042671,0,183,0,32,412,0,134,151,142,92,76,149
NM_001164186,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012518,0,261,81,972,85,0,40,1069,279,722,192,510
NM_009751,99,78,103,70,67,71,5,5,0,0,7,58
NM_001031808,305,316,288,241,258,207,273,320,367,228,557,269
NM_009754,0,122,0,0,106,0,0,0,0,0,0,239
NM_001243903,972,1071,808,657,792,564,537,712,737,587,1403,819
NM_020276,6,12,2,4,2,1,6,9,10,3,2,11
NR_037263,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164217,0,59,0,28,22,0,43,21,31,0,33,48
NM_026176,997,1232,923,630,882,800,813,862,936,636,1269,1095
NM_133749,1832,2312,1821,1317,1596,1381,1564,1811,1864,1445,3022,1977
NR_040612,0,0,0,0,0,0,0,0,0,0,0,0
NR_040611,0,0,0,0,0,0,0,0,0,0,0,0
NR_040610,0,0,0,0,0,0,0,0,0,0,0,0
NR_040617,0,0,0,0,0,0,0,0,0,0,0,0
NR_040615,0,5,3,0,0,0,0,3,0,0,0,0
NR_040614,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011773,0,0,0,0,0,0,0,0,0,0,0,0
NR_040619,0,0,0,0,0,0,0,0,0,0,0,0
NR_040618,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011777,0,0,0,0,0,0,0,0,0,0,0,0
NR_033569,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011774,0,0,0,0,0,0,0,0,0,0,0,0
NM_030718,0,0,0,0,0,0,0,0,0,0,0,0
NM_026596,0,0,0,0,0,0,0,0,0,0,0,0
NM_146362,0,0,0,0,0,0,0,0,0,0,0,0
NM_207276,0,0,0,0,0,0,0,0,0,0,0,0
NM_207275,0,0,0,0,0,0,0,0,0,0,0,0
NR_045827,0,3,0,0,5,0,2,0,0,2,9,0
NR_028286,0,0,0,0,0,0,0,0,0,0,0,0
NM_016768,230,17,248,126,10,205,206,143,327,161,194,296
NM_153594,1270,1477,1179,817,908,1080,1000,873,799,347,1139,1508
NR_030552,0,0,0,0,0,0,0,0,0,0,0,0
NM_010053,0,0,0,4,0,0,0,2,0,0,4,0
NM_008444,1084,1352,1107,882,1004,886,1089,1169,1310,954,1982,1244
NM_001290830,0,0,322,0,0,0,0,0,0,0,0,0
NM_198683,0,96,108,200,0,0,90,191,436,196,366,127
NM_201616,22590,23861,20162,16025,22102,16236,20000,22459,25678,17928,34855,23245
NM_029530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289576,1566,1705,1448,1140,1315,1088,1300,1132,1204,934,1847,1405
NM_001289575,75,52,24,138,16,32,2,17,58,40,260,352
NM_145144,85,171,148,206,164,156,123,102,158,81,126,236
NM_145145,1567,1724,1369,1131,1376,1072,1291,1144,1203,661,1666,1604
NM_028119,384,524,395,441,357,293,344,323,278,244,550,444
NM_028118,1323,1463,1313,946,1175,1010,1222,1043,1017,755,1555,1431
NM_028117,1650,1747,1618,1117,1375,1132,1399,1365,1502,1063,2023,1734
NM_145921,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291128,2,2,13,3,0,0,31,4,6,21,20,7
NM_020329,424,408,364,316,395,0,315,409,472,301,591,407
NM_010406,14,122,7,26,68,80,201,20,115,0,14,40
NM_010407,17,10,0,5,3,4,12,33,67,48,104,4
NM_146969,0,0,0,0,0,0,0,0,0,0,0,0
NM_146968,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291158,3,370,5,7,9,46,278,6,6,10,384,5
NM_001177806,4,0,0,0,0,6,14,6,0,0,0,0
NM_146967,0,0,0,0,0,0,0,0,0,0,0,0
NM_146966,0,0,0,0,0,0,0,0,0,0,0,0
NM_017368,41,132,198,168,23,21,76,209,368,155,428,132
NM_028201,0,48,0,0,39,0,0,11,0,0,29,0
NM_001160406,0,0,0,0,0,0,0,0,0,0,0,0
NM_028757,5416,4288,3921,2345,2685,3532,3413,3332,2766,2541,4703,4399
NM_001284410,51,57,22,34,44,38,55,39,41,27,92,66
NM_023220,2343,2889,2402,1691,2435,2239,2286,2720,3023,2265,4166,2823
NM_198655,0,2,0,0,0,0,0,0,0,0,0,0
NM_146366,0,0,0,0,0,0,0,0,0,0,0,0
NM_146365,0,0,0,0,0,0,0,0,0,0,0,0
NM_175094,373,473,384,281,358,304,348,465,506,349,760,462
NM_175093,71,76,94,104,72,57,65,68,65,63,171,114
NM_001042652,20,14,0,0,0,0,0,83,73,0,0,0
NM_024209,774,906,682,542,699,645,735,880,1028,707,1365,832
NM_024208,266,271,183,171,206,139,179,160,155,127,234,228
NM_172539,0,0,0,0,0,0,0,0,0,0,0,0
NM_146368,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290496,81,41,68,0,20,0,0,0,38,0,204,0
NM_001290495,10,10,12,69,15,12,13,39,12,24,18,35
NM_001011517,0,0,0,0,0,0,0,0,0,0,0,0
NR_039591,1,1,1,1,1,1,1,1,1,1,1,1
NM_153138,2859,2464,2514,2276,1348,2283,2741,1970,1767,1803,2811,2884
NM_001011519,0,0,0,0,0,0,0,0,0,0,0,0
NM_172521,0,0,0,0,0,0,0,0,0,0,0,0
NM_207298,2080,2016,1850,1674,2117,1777,2051,1858,2330,1536,2482,1988
NR_030551,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290656,352,313,49,286,257,401,287,46,66,232,451,361
NR_024329,9747,10413,8928,6720,9832,7524,8449,7735,8629,6102,11994,9887
NM_001290659,1204,1298,316,729,1177,1231,1121,1159,703,754,1847,1201
NM_029466,1115,1818,1217,947,981,1215,1419,1464,1329,1330,2169,1243
NM_001291124,42,0,0,0,0,71,84,87,104,77,106,0
NM_001291012,212,341,315,176,230,210,131,156,543,237,202,210
NM_001100415_4,0,0,0,0,0,0,0,0,0,0,0,0
NM_009772,0,0,0,0,0,0,0,3,240,0,240,0
NM_001291013,118,0,0,0,112,80,102,122,0,0,173,147
NM_001164274,0,10,152,14,0,16,0,0,32,7,12,16
NM_001033908,0,127,82,0,0,57,60,118,1,36,70,56
NM_175167,0,0,0,0,0,0,0,0,0,0,0,0
NM_178444,0,0,0,0,36,73,0,0,18,0,30,24
NM_001145898,0,2,95,66,125,99,99,117,0,90,0,0
NM_001038613,1098,1030,1354,1033,1199,844,793,1033,614,637,1218,942
NM_001038612,37,54,0,0,0,22,53,0,32,42,40,60
NM_001038614,218,233,265,219,203,155,262,203,192,86,281,242
NM_172404,229,268,179,258,186,152,155,161,171,119,247,247
NM_080848,1113,1245,1099,887,1067,846,1098,1193,1475,916,2100,1223
NM_146793,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252568,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271500,24,0,0,24,0,16,20,0,26,23,83,22
NM_001271501,0,0,0,0,0,16,0,0,25,20,71,0
NM_018863,4,15,6,6,6,0,4,29,57,29,56,8
NM_001252561,3,293,0,256,2,1,0,331,1,0,0,0
NM_001252560,879,797,1316,792,780,379,1232,859,754,903,0,1457
NM_001252563,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252565,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249,0,0,0,0,0,0,0,0,0,0,0,0
NM_007986,215,458,414,501,376,380,512,335,414,220,372,443
NM_001159593,101,143,119,111,77,126,139,142,143,76,242,129
NM_146789,0,0,0,0,0,0,0,0,0,0,0,0
NR_027448,12,20,13,7,4,11,4,9,7,8,23,16
NM_001037752,0,0,0,0,0,0,0,0,0,0,0,0
NM_011438,201,157,140,147,178,110,151,410,590,334,689,189
NR_045544,0,0,0,0,0,0,0,0,0,24,186,0
NM_027230,631,345,427,866,45,0,332,33,498,244,404,358
NM_010168,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163626,0,0,0,0,0,0,0,0,0,0,0,0
NM_001004761,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110232,0,0,0,0,0,0,0,0,0,0,0,0
NM_010710,0,0,0,0,0,0,0,0,2,0,0,0
NM_001110230,1188,1970,1807,1341,1662,1483,441,1261,1419,1312,3222,1564
NM_001110231,44,470,847,668,22,437,150,43,28,95,6,461
NM_001271470,0,0,0,0,0,0,0,0,0,3,0,0
NR_045540,0,0,2,0,0,2,0,4,0,0,2,0
NR_110347,217,222,249,140,257,110,239,156,174,134,200,148
NR_040636,0,0,0,0,0,0,0,0,0,0,0,0
NM_019688,0,0,0,0,0,0,0,0,0,0,0,0
NM_027835,996,1244,836,781,716,815,869,632,1523,1302,2789,1199
NR_033304,0,0,2,0,0,0,0,3,0,0,0,0
NM_019681,267,348,322,304,328,302,401,478,791,332,704,371
NM_175513,0,2,0,0,0,0,0,0,0,0,0,0
NM_009633,1,2,3,3,4,10,4,2,4,3,4,2
NM_001190302,778,934,672,415,619,391,631,620,750,537,1183,688
NM_001177480,0,0,0,0,0,0,0,0,0,0,0,165
NM_001099349,0,0,0,0,0,0,0,0,0,0,0,0
NM_053091,5,8,6,0,5,12,13,13,18,5,16,13
NM_027303,0,0,0,0,0,0,0,0,0,0,0,0
NM_001024145,0,0,0,0,0,0,2,3,0,0,0,0
NM_001005569,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005568,0,0,0,0,0,0,0,0,0,0,0,0
NM_016916,1068,1176,1038,771,964,756,910,1081,1274,842,1868,1083
NM_001162485,92,244,177,253,170,152,149,234,223,145,371,251
